OrderDate,StockDate,OrderNumber,ProductKey,CustomerKey,TerritoryKey,OrderLineItem,OrderQuantity,Multiply
2016-03-30,2003-01-22T00:00:00.0000000,TO49809,368,24160,9,1,1,1
2016-03-30,2002-12-01T00:00:00.0000000,TO49801,375,15920,7,1,1,1
2016-03-30,2003-01-07T00:00:00.0000000,TO49807,356,14346,9,1,1,1
2016-03-30,2003-02-21T00:00:00.0000000,TO49804,377,26200,6,1,1,1
2016-03-30,2003-02-07T00:00:00.0000000,TO49806,362,14304,9,1,1,1
2016-03-30,2002-12-24T00:00:00.0000000,TO49805,360,14286,9,1,1,1
2016-03-30,2002-12-22T00:00:00.0000000,TO49803,370,15931,7,1,1,1
2016-03-30,2002-12-20T00:00:00.0000000,TO49808,354,14672,9,1,1,1
2016-03-30,2003-02-28T00:00:00.0000000,TO49810,389,25052,9,1,1,1
2016-03-30,2003-01-01T00:00:00.0000000,TO49802,370,17629,8,1,1,1
2016-03-31,2003-02-15T00:00:00.0000000,TO49812,368,15677,7,1,1,1
2016-03-31,2003-01-24T00:00:00.0000000,TO49817,354,27096,1,1,1,1
2016-03-31,2002-12-23T00:00:00.0000000,TO49816,387,14374,4,1,1,1
2016-03-31,2002-12-23T00:00:00.0000000,TO49819,368,23659,9,1,1,1
2016-03-31,2003-01-22T00:00:00.0000000,TO49813,379,15700,7,1,1,1
2016-03-31,2003-01-17T00:00:00.0000000,TO49820,371,23999,9,1,1,1
2016-03-31,2003-02-23T00:00:00.0000000,TO49815,362,27089,1,1,1,1
2016-03-31,2003-02-17T00:00:00.0000000,TO49818,377,23652,9,1,1,1
2016-03-31,2003-02-10T00:00:00.0000000,TO49811,375,17892,10,1,1,1
2016-03-31,2003-01-20T00:00:00.0000000,TO49814,356,11336,7,1,1,1
2016-04-01,2003-01-19T00:00:00.0000000,TO49899,368,17873,8,1,1,1
2016-04-01,2002-12-08T00:00:00.0000000,TO49900,379,16286,7,1,1,1
2016-04-01,2003-02-20T00:00:00.0000000,TO49902,352,12501,8,1,1,1
2016-04-01,2003-03-13T00:00:00.0000000,TO49905,385,25120,9,1,1,1
2016-04-01,2003-01-18T00:00:00.0000000,TO49896,375,16388,7,1,1,1
2016-04-01,2003-02-19T00:00:00.0000000,TO49895,373,17789,8,1,1,1
2016-04-01,2003-01-14T00:00:00.0000000,TO49897,371,16392,7,1,1,1
2016-04-01,2002-12-30T00:00:00.0000000,TO49898,370,17824,8,1,1,1
2016-04-01,2002-12-12T00:00:00.0000000,TO49904,340,15882,1,1,1,1
2016-04-01,2003-03-03T00:00:00.0000000,TO49903,328,15851,1,1,1,1
2016-04-01,2003-01-04T00:00:00.0000000,TO49901,330,19427,7,1,1,1
2016-04-02,2003-02-18T00:00:00.0000000,TO49916,356,15145,9,1,1,1
2016-04-02,2003-02-08T00:00:00.0000000,TO49906,360,27193,4,1,1,1
2016-04-02,2003-03-15T00:00:00.0000000,TO49910,371,13903,4,1,1,1
2016-04-02,2003-01-01T00:00:00.0000000,TO49909,368,17981,10,1,1,1
2016-04-02,2002-12-23T00:00:00.0000000,TO49918,385,25108,9,1,1,1
2016-04-02,2003-03-08T00:00:00.0000000,TO49917,379,24177,9,1,1,1
2016-04-02,2003-02-07T00:00:00.0000000,TO49908,358,27199,1,1,1,1
2016-04-02,2002-12-12T00:00:00.0000000,TO49912,356,15185,9,1,1,1
2016-04-02,2003-01-16T00:00:00.0000000,TO49914,356,15207,9,1,1,1
2016-04-02,2003-03-02T00:00:00.0000000,TO49915,354,15143,9,1,1,1
2016-04-02,2002-12-06T00:00:00.0000000,TO49911,358,12857,10,1,1,1
2016-04-02,2003-03-16T00:00:00.0000000,TO49913,358,15192,9,1,1,1
2016-04-02,2003-03-03T00:00:00.0000000,TO49907,360,21589,6,1,1,1
2016-04-03,2003-01-18T00:00:00.0000000,TO49921,379,13911,1,1,1,1
2016-04-03,2003-02-17T00:00:00.0000000,TO49922,360,15171,9,1,1,1
2016-04-03,2003-02-22T00:00:00.0000000,TO49919,371,17796,8,1,1,1
2016-04-03,2003-01-13T00:00:00.0000000,TO49920,387,19477,10,1,1,1
2016-04-03,2003-02-03T00:00:00.0000000,TO49923,326,27338,9,1,1,1
2016-04-04,2003-02-28T00:00:00.0000000,TO49928,320,19442,7,1,1,1
2016-04-04,2003-03-08T00:00:00.0000000,TO49929,360,11346,7,1,1,1
2016-04-04,2003-01-22T00:00:00.0000000,TO49931,330,15860,1,1,1,1
2016-04-04,2002-12-05T00:00:00.0000000,TO49924,362,21595,6,1,1,1
2016-04-04,2003-03-15T00:00:00.0000000,TO49935,320,26916,9,1,1,1
2016-04-04,2003-01-01T00:00:00.0000000,TO49934,379,24266,9,1,1,1
2016-04-04,2003-02-14T00:00:00.0000000,TO49932,383,14418,1,1,1,1
2016-04-04,2003-02-08T00:00:00.0000000,TO49930,360,12854,10,1,1,1
2016-04-04,2003-01-20T00:00:00.0000000,TO49927,387,17775,7,1,1,1
2016-04-04,2003-03-05T00:00:00.0000000,TO49925,377,16391,7,1,1,1
2016-04-04,2003-03-14T00:00:00.0000000,TO49926,370,16400,7,1,1,1
2016-04-04,2002-12-25T00:00:00.0000000,TO49933,352,15169,9,1,1,1
2016-04-05,2002-12-16T00:00:00.0000000,TO49942,385,14400,4,1,1,1
2016-04-05,2003-02-25T00:00:00.0000000,TO49945,389,25119,9,1,1,1
2016-04-05,2003-03-18T00:00:00.0000000,TO49943,383,14417,1,1,1,1
2016-04-05,2003-03-18T00:00:00.0000000,TO49940,354,12859,10,1,1,1
2016-04-05,2003-01-07T00:00:00.0000000,TO49939,360,11379,7,1,1,1
2016-04-05,2003-01-25T00:00:00.0000000,TO49937,358,27251,4,1,1,1
2016-04-05,2002-12-27T00:00:00.0000000,TO49936,360,27201,1,1,1,1
2016-04-05,2003-01-16T00:00:00.0000000,TO49938,385,19274,8,1,1,1
2016-04-05,2003-02-25T00:00:00.0000000,TO49944,354,15210,9,1,1,1
2016-04-05,2003-02-01T00:00:00.0000000,TO49941,356,15022,9,1,1,1
2016-04-06,2003-02-21T00:00:00.0000000,TO49949,387,14411,1,1,1,1
2016-04-06,2003-01-26T00:00:00.0000000,TO49947,385,19471,10,1,1,1
2016-04-06,2003-02-13T00:00:00.0000000,TO49950,371,24163,9,1,1,1
2016-04-06,2003-03-15T00:00:00.0000000,TO49948,362,15015,9,1,1,1
2016-04-06,2003-01-31T00:00:00.0000000,TO49946,371,18021,10,1,1,1
2016-04-07,2003-02-20T00:00:00.0000000,TO49953,360,15213,9,1,1,1
2016-04-07,2002-12-24T00:00:00.0000000,TO49959,368,24241,9,1,1,1
2016-04-07,2003-03-18T00:00:00.0000000,TO49961,326,26921,9,1,1,1
2016-04-07,2003-02-04T00:00:00.0000000,TO49954,360,15144,9,1,1,1
2016-04-07,2003-03-13T00:00:00.0000000,TO49957,387,25114,9,1,1,1
2016-04-07,2003-01-04T00:00:00.0000000,TO49960,375,24249,9,1,1,1
2016-04-07,2003-03-12T00:00:00.0000000,TO49958,368,24167,9,1,1,1
2016-04-07,2003-01-30T00:00:00.0000000,TO49955,360,15152,9,1,1,1
2016-04-07,2003-02-06T00:00:00.0000000,TO49952,332,15840,1,1,1,1
2016-04-07,2003-01-27T00:00:00.0000000,TO49956,387,25112,9,1,1,1
2016-04-07,2003-02-24T00:00:00.0000000,TO49951,360,27231,4,1,1,1
2016-04-08,2003-02-06T00:00:00.0000000,TO49968,354,15029,9,1,1,1
2016-04-08,2003-03-09T00:00:00.0000000,TO49964,377,16394,7,1,1,1
2016-04-08,2003-01-30T00:00:00.0000000,TO49962,358,27226,1,1,1,1
2016-04-08,2003-03-24T00:00:00.0000000,TO49971,358,15208,9,1,1,1
2016-04-08,2002-12-24T00:00:00.0000000,TO49974,371,24248,9,1,1,1
2016-04-08,2003-02-22T00:00:00.0000000,TO49970,326,15769,4,1,1,1
2016-04-08,2002-12-24T00:00:00.0000000,TO49972,356,15211,9,1,1,1
2016-04-08,2003-01-27T00:00:00.0000000,TO49973,379,24173,9,1,1,1
2016-04-08,2003-01-28T00:00:00.0000000,TO49965,340,21071,10,1,1,1
2016-04-08,2002-12-16T00:00:00.0000000,TO49963,370,17847,8,1,1,1
2016-04-08,2003-03-22T00:00:00.0000000,TO49967,354,12521,8,1,1,1
2016-04-08,2002-12-16T00:00:00.0000000,TO49966,352,12856,10,1,1,1
2016-04-08,2003-01-06T00:00:00.0000000,TO49969,326,15768,4,1,1,1
2016-04-09,2003-02-12T00:00:00.0000000,TO49982,383,14406,4,1,1,1
2016-04-09,2003-03-18T00:00:00.0000000,TO49978,352,12546,8,1,1,1
2016-04-09,2003-03-07T00:00:00.0000000,TO49976,375,13906,1,1,1,1
2016-04-09,2003-03-14T00:00:00.0000000,TO49977,377,13910,1,1,1,1
2016-04-09,2003-01-18T00:00:00.0000000,TO49983,356,15179,9,1,1,1
2016-04-09,2003-03-13T00:00:00.0000000,TO49975,370,16291,7,1,1,1
2016-04-09,2003-01-05T00:00:00.0000000,TO49981,362,15032,9,1,1,1
2016-04-09,2003-03-25T00:00:00.0000000,TO49979,352,12855,10,1,1,1
2016-04-09,2003-01-14T00:00:00.0000000,TO49984,383,25115,9,1,1,1
2016-04-09,2003-03-22T00:00:00.0000000,TO49980,358,15027,9,1,1,1
2016-04-10,2003-02-01T00:00:00.0000000,TO49986,362,21582,6,1,1,1
2016-04-10,2002-12-19T00:00:00.0000000,TO49987,362,15204,9,1,1,1
2016-04-10,2003-02-05T00:00:00.0000000,TO49985,360,11339,7,1,1,1
2016-04-10,2002-12-27T00:00:00.0000000,TO49988,362,15120,9,1,1,1
2016-04-10,2003-03-10T00:00:00.0000000,TO49990,356,15180,9,1,1,1
2016-04-10,2003-03-08T00:00:00.0000000,TO49989,358,15130,9,1,1,1
2016-04-11,2003-02-26T00:00:00.0000000,TO49994,379,17799,8,1,1,1
2016-04-11,2002-12-18T00:00:00.0000000,TO49992,358,27240,1,1,1,1
2016-04-11,2003-01-29T00:00:00.0000000,TO49997,356,12736,8,1,1,1
2016-04-11,2003-02-25T00:00:00.0000000,TO49996,362,12735,8,1,1,1
2016-04-11,2003-02-28T00:00:00.0000000,TO49991,356,27211,1,1,1,1
2016-04-11,2002-12-27T00:00:00.0000000,TO49995,330,21060,10,1,1,1
2016-04-11,2003-03-24T00:00:00.0000000,TO50002,368,24170,9,1,1,1
2016-04-11,2002-12-19T00:00:00.0000000,TO49993,369,17781,8,1,1,1
2016-04-11,2003-01-23T00:00:00.0000000,TO49999,385,14392,1,1,1,1
2016-04-11,2002-12-17T00:00:00.0000000,TO49998,362,12808,10,1,1,1
2016-04-11,2003-01-24T00:00:00.0000000,TO50001,352,15183,9,1,1,1
2016-04-11,2003-01-20T00:00:00.0000000,TO50000,352,27116,1,1,1,1
2016-04-12,2003-01-06T00:00:00.0000000,TO50008,356,15122,9,1,1,1
2016-04-12,2003-03-02T00:00:00.0000000,TO50004,354,27228,1,1,1,1
2016-04-12,2003-02-07T00:00:00.0000000,TO50006,332,20896,8,1,1,1
2016-04-12,2003-02-23T00:00:00.0000000,TO50009,389,25111,9,1,1,1
2016-04-12,2003-01-05T00:00:00.0000000,TO50005,371,17848,8,1,1,1
2016-04-12,2003-03-07T00:00:00.0000000,TO50010,369,24171,9,1,1,1
2016-04-12,2003-01-23T00:00:00.0000000,TO50007,354,15181,9,1,1,1
2016-04-13,2003-02-23T00:00:00.0000000,TO50015,381,19254,8,1,1,1
2016-04-13,2003-01-17T00:00:00.0000000,TO50022,358,12712,8,1,1,1
2016-04-13,2003-01-14T00:00:00.0000000,TO50023,340,15780,4,1,1,1
2016-04-13,2003-01-24T00:00:00.0000000,TO50021,362,12839,10,1,1,1
2016-04-13,2003-02-23T00:00:00.0000000,TO50018,320,20876,8,1,1,1
2016-04-13,2003-03-13T00:00:00.0000000,TO50016,332,20870,8,1,1,1
2016-04-13,2002-12-30T00:00:00.0000000,TO50013,379,17979,10,1,1,1
2016-04-13,2003-02-21T00:00:00.0000000,TO50025,387,14386,4,1,1,1
2016-04-13,2003-01-24T00:00:00.0000000,TO50027,371,24272,9,1,1,1
2016-04-13,2003-03-11T00:00:00.0000000,TO50020,362,12738,8,1,1,1
2016-04-13,2002-12-22T00:00:00.0000000,TO50019,375,26235,6,1,1,1
2016-04-13,2003-03-29T00:00:00.0000000,TO50014,369,17833,8,1,1,1
2016-04-13,2003-03-13T00:00:00.0000000,TO50028,379,24273,9,1,1,1
2016-04-13,2003-01-18T00:00:00.0000000,TO50011,358,27232,1,1,1,1
2016-04-13,2003-02-08T00:00:00.0000000,TO50024,328,27406,6,1,1,1
2016-04-13,2003-03-05T00:00:00.0000000,TO50026,356,15205,9,1,1,1
2016-04-13,2003-02-05T00:00:00.0000000,TO50017,326,21056,10,1,1,1
2016-04-13,2003-01-08T00:00:00.0000000,TO50012,358,27255,1,1,1,1
2016-04-14,2003-02-13T00:00:00.0000000,TO50033,356,12713,8,1,1,1
2016-04-14,2002-12-24T00:00:00.0000000,TO50030,352,27234,1,1,1,1
2016-04-14,2003-01-01T00:00:00.0000000,TO50032,369,13896,1,1,1,1
2016-04-14,2003-02-14T00:00:00.0000000,TO50031,342,19421,7,1,1,1
2016-04-14,2003-01-05T00:00:00.0000000,TO50034,354,15129,9,1,1,1
2016-04-14,2002-12-23T00:00:00.0000000,TO50035,373,24270,9,1,1,1
2016-04-14,2002-12-31T00:00:00.0000000,TO50029,356,27195,4,1,1,1
2016-04-15,2003-02-10T00:00:00.0000000,TO50045,326,26924,9,1,1,1
2016-04-15,2003-03-21T00:00:00.0000000,TO50044,368,24162,9,1,1,1
2016-04-15,2002-12-19T00:00:00.0000000,TO50040,354,15043,9,1,1,1
2016-04-15,2003-02-09T00:00:00.0000000,TO50037,379,16289,7,1,1,1
2016-04-15,2003-01-10T00:00:00.0000000,TO50041,340,15841,4,1,1,1
2016-04-15,2003-01-22T00:00:00.0000000,TO50038,379,17784,8,1,1,1
2016-04-15,2003-02-12T00:00:00.0000000,TO50039,369,18000,10,1,1,1
2016-04-15,2003-02-03T00:00:00.0000000,TO50036,356,27212,4,1,1,1
2016-04-15,2003-03-27T00:00:00.0000000,TO50042,326,15770,4,1,1,1
2016-04-16,2003-03-07T00:00:00.0000000,TO50047,375,16408,7,1,1,1
2016-04-16,2003-01-28T00:00:00.0000000,TO50048,389,19197,8,1,1,1
2016-04-16,2003-01-31T00:00:00.0000000,TO50050,356,15035,9,1,1,1
2016-04-16,2003-02-13T00:00:00.0000000,TO50052,352,27206,4,1,1,1
2016-04-16,2003-02-19T00:00:00.0000000,TO50049,354,12745,10,1,1,1
2016-04-16,2003-03-24T00:00:00.0000000,TO50046,370,16404,7,1,1,1
2016-04-16,2002-12-19T00:00:00.0000000,TO50051,356,15127,9,1,1,1
2016-04-17,2003-02-02T00:00:00.0000000,TO50066,377,24242,9,1,1,1
2016-04-17,2003-01-25T00:00:00.0000000,TO50056,324,15842,1,1,1,1
2016-04-17,2003-01-05T00:00:00.0000000,TO50055,383,19479,10,1,1,1
2016-04-17,2002-12-21T00:00:00.0000000,TO50062,373,24172,9,1,1,1
2016-04-17,2003-01-24T00:00:00.0000000,TO50060,362,15151,9,1,1,1
2016-04-17,2003-02-18T00:00:00.0000000,TO50067,340,26923,9,1,1,1
2016-04-17,2003-03-06T00:00:00.0000000,TO50063,371,24175,9,1,1,1
2016-04-17,2003-02-11T00:00:00.0000000,TO50054,369,16412,7,1,1,1
2016-04-17,2003-02-26T00:00:00.0000000,TO50064,377,24271,9,1,1,1
2016-04-17,2003-01-17T00:00:00.0000000,TO50068,338,26797,9,1,1,1
2016-04-17,2002-12-25T00:00:00.0000000,TO50058,381,14414,4,1,1,1
2016-04-17,2003-03-13T00:00:00.0000000,TO50057,322,15834,1,1,1,1
2016-04-17,2003-01-23T00:00:00.0000000,TO50061,377,24166,9,1,1,1
2016-04-17,2003-02-06T00:00:00.0000000,TO50053,371,17811,8,1,1,1
2016-04-17,2003-03-07T00:00:00.0000000,TO50065,358,15044,9,1,1,1
2016-04-17,2003-01-11T00:00:00.0000000,TO50059,385,14415,4,1,1,1
2016-04-18,2003-03-09T00:00:00.0000000,TO50069,371,17972,10,1,1,1
2016-04-18,2003-02-23T00:00:00.0000000,TO50077,368,24244,9,1,1,1
2016-04-18,2003-02-21T00:00:00.0000000,TO50072,362,15036,9,1,1,1
2016-04-18,2003-02-17T00:00:00.0000000,TO50071,362,12853,10,1,1,1
2016-04-18,2003-03-03T00:00:00.0000000,TO50079,379,24252,9,1,1,1
2016-04-18,2002-12-28T00:00:00.0000000,TO50070,358,12624,8,1,1,1
2016-04-18,2003-01-27T00:00:00.0000000,TO50078,370,24251,9,1,1,1
2016-04-18,2002-12-27T00:00:00.0000000,TO50074,356,27117,1,1,1,1
2016-04-18,2003-02-01T00:00:00.0000000,TO50075,356,15170,9,1,1,1
2016-04-18,2003-01-25T00:00:00.0000000,TO50076,379,24169,9,1,1,1
2016-04-18,2003-02-10T00:00:00.0000000,TO50073,338,15862,4,1,1,1
2016-04-19,2003-03-22T00:00:00.0000000,TO50084,362,12548,8,1,1,1
2016-04-19,2002-12-21T00:00:00.0000000,TO50083,332,19446,7,1,1,1
2016-04-19,2003-01-16T00:00:00.0000000,TO50082,324,20874,8,1,1,1
2016-04-19,2003-03-06T00:00:00.0000000,TO50081,340,19434,7,1,1,1
2016-04-19,2003-02-04T00:00:00.0000000,TO50086,368,24174,9,1,1,1
2016-04-19,2003-02-09T00:00:00.0000000,TO50080,354,27239,4,1,1,1
2016-04-19,2003-04-03T00:00:00.0000000,TO50085,373,24164,9,1,1,1
2016-04-20,2003-02-25T00:00:00.0000000,TO50093,320,15781,4,1,1,1
2016-04-20,2002-12-23T00:00:00.0000000,TO50087,358,21613,6,1,1,1
2016-04-20,2003-01-24T00:00:00.0000000,TO50095,362,15178,9,1,1,1
2016-04-20,2003-01-01T00:00:00.0000000,TO50091,334,19436,7,1,1,1
2016-04-20,2003-03-04T00:00:00.0000000,TO50089,389,17778,7,1,1,1
2016-04-20,2002-12-26T00:00:00.0000000,TO50090,326,19423,7,1,1,1
2016-04-20,2003-01-09T00:00:00.0000000,TO50094,352,15184,9,1,1,1
2016-04-20,2003-01-03T00:00:00.0000000,TO50092,354,11378,7,1,1,1
2016-04-20,2002-12-29T00:00:00.0000000,TO50088,379,16393,7,1,1,1
2016-04-21,2003-02-03T00:00:00.0000000,TO50096,377,17978,10,1,1,1
2016-04-21,2002-12-30T00:00:00.0000000,TO50098,330,15843,1,1,1,1
2016-04-21,2003-02-18T00:00:00.0000000,TO50100,385,14385,1,1,1,1
2016-04-21,2003-03-14T00:00:00.0000000,TO50099,320,15852,4,1,1,1
2016-04-21,2003-01-06T00:00:00.0000000,TO50097,322,19447,7,1,1,1
2016-04-22,2003-01-12T00:00:00.0000000,TO50103,322,15827,1,1,1,1
2016-04-22,2003-03-13T00:00:00.0000000,TO50101,369,16310,7,1,1,1
2016-04-22,2003-01-15T00:00:00.0000000,TO50104,385,14394,1,1,1,1
2016-04-22,2003-01-09T00:00:00.0000000,TO50106,342,27299,9,1,1,1
2016-04-22,2003-03-01T00:00:00.0000000,TO50105,389,25113,9,1,1,1
2016-04-22,2002-12-24T00:00:00.0000000,TO50102,370,13898,1,1,1,1
2016-04-23,2003-01-26T00:00:00.0000000,TO50111,377,24250,9,1,1,1
2016-04-23,2003-02-06T00:00:00.0000000,TO50110,324,19441,7,1,1,1
2016-04-23,2003-03-19T00:00:00.0000000,TO50108,373,17974,10,1,1,1
2016-04-23,2003-03-25T00:00:00.0000000,TO50109,373,16268,7,1,1,1
2016-04-23,2003-01-27T00:00:00.0000000,TO50112,328,26917,9,1,1,1
2016-04-23,2003-01-16T00:00:00.0000000,TO50107,360,27254,1,1,1,1
2016-04-24,2002-12-28T00:00:00.0000000,TO50124,352,27114,4,1,1,1
2016-04-24,2003-03-22T00:00:00.0000000,TO50121,354,15042,9,1,1,1
2016-04-24,2003-03-12T00:00:00.0000000,TO50114,356,27256,1,1,1,1
2016-04-24,2003-02-23T00:00:00.0000000,TO50116,377,17825,8,1,1,1
2016-04-24,2002-12-25T00:00:00.0000000,TO50126,356,15135,9,1,1,1
2016-04-24,2003-03-31T00:00:00.0000000,TO50125,358,15209,9,1,1,1
2016-04-24,2003-03-26T00:00:00.0000000,TO50118,320,21044,10,1,1,1
2016-04-24,2003-01-12T00:00:00.0000000,TO50120,352,15040,9,1,1,1
2016-04-24,2002-12-30T00:00:00.0000000,TO50123,330,15778,1,1,1,1
2016-04-24,2003-02-23T00:00:00.0000000,TO50127,370,24176,9,1,1,1
2016-04-24,2003-02-28T00:00:00.0000000,TO50122,340,15844,4,1,1,1
2016-04-24,2003-02-01T00:00:00.0000000,TO50119,377,13907,1,1,1,1
2016-04-24,2003-02-16T00:00:00.0000000,TO50113,358,27235,1,1,1,1
2016-04-24,2003-02-28T00:00:00.0000000,TO50115,373,17764,8,1,1,1
2016-04-25,2003-03-28T00:00:00.0000000,TO50131,326,19426,7,1,1,1
2016-04-25,2003-03-12T00:00:00.0000000,TO50130,383,19284,8,1,1,1
2016-04-25,2003-03-14T00:00:00.0000000,TO50139,352,15182,9,1,1,1
2016-04-25,2003-01-05T00:00:00.0000000,TO50128,352,27227,4,1,1,1
2016-04-25,2003-03-27T00:00:00.0000000,TO50137,340,15865,4,1,1,1
2016-04-25,2003-02-09T00:00:00.0000000,TO50135,354,15037,9,1,1,1
2016-04-25,2003-03-21T00:00:00.0000000,TO50132,336,21053,10,1,1,1
2016-04-25,2003-01-09T00:00:00.0000000,TO50142,322,26920,9,1,1,1
2016-04-25,2003-01-26T00:00:00.0000000,TO50129,379,17990,10,1,1,1
2016-04-25,2003-02-10T00:00:00.0000000,TO50140,368,24161,9,1,1,1
2016-04-25,2003-02-04T00:00:00.0000000,TO50136,320,15845,1,1,1,1
2016-04-25,2003-02-10T00:00:00.0000000,TO50138,389,14413,4,1,1,1
2016-04-25,2003-01-10T00:00:00.0000000,TO50133,362,11345,7,1,1,1
2016-04-25,2003-03-15T00:00:00.0000000,TO50141,369,24179,9,1,1,1
2016-04-25,2003-04-09T00:00:00.0000000,TO50134,354,15028,9,1,1,1
2016-04-26,2003-04-10T00:00:00.0000000,TO50145,387,19283,8,1,1,1
2016-04-26,2003-04-01T00:00:00.0000000,TO50146,377,13897,1,1,1,1
2016-04-26,2003-03-17T00:00:00.0000000,TO50151,334,26967,9,1,1,1
2016-04-26,2003-01-06T00:00:00.0000000,TO50143,360,27205,4,1,1,1
2016-04-26,2003-01-05T00:00:00.0000000,TO50144,389,19459,10,1,1,1
2016-04-26,2003-01-14T00:00:00.0000000,TO50148,328,15771,1,1,1,1
2016-04-26,2003-02-05T00:00:00.0000000,TO50149,354,15134,9,1,1,1
2016-04-26,2003-01-28T00:00:00.0000000,TO50150,338,26919,9,1,1,1
2016-04-26,2003-02-14T00:00:00.0000000,TO50147,320,27429,6,1,1,1
2016-04-27,2003-03-03T00:00:00.0000000,TO50157,356,15121,9,1,1,1
2016-04-27,2003-02-04T00:00:00.0000000,TO50156,358,15038,9,1,1,1
2016-04-27,2003-03-15T00:00:00.0000000,TO50161,377,24247,9,1,1,1
2016-04-27,2003-02-22T00:00:00.0000000,TO50153,334,21092,10,1,1,1
2016-04-27,2003-02-04T00:00:00.0000000,TO50160,320,15873,4,1,1,1
2016-04-27,2003-03-28T00:00:00.0000000,TO50155,356,15030,9,1,1,1
2016-04-27,2003-01-20T00:00:00.0000000,TO50162,320,26918,9,1,1,1
2016-04-27,2003-03-22T00:00:00.0000000,TO50152,371,17768,8,1,1,1
2016-04-27,2003-02-14T00:00:00.0000000,TO50154,373,13904,4,1,1,1
2016-04-27,2003-02-05T00:00:00.0000000,TO50158,352,15133,9,1,1,1
2016-04-28,2003-02-02T00:00:00.0000000,TO50170,371,24257,9,1,1,1
2016-04-28,2003-04-05T00:00:00.0000000,TO50167,371,13905,4,1,1,1
2016-04-28,2003-02-14T00:00:00.0000000,TO50168,356,15033,9,1,1,1
2016-04-28,2003-01-18T00:00:00.0000000,TO50166,385,19467,10,1,1,1
2016-04-28,2003-02-20T00:00:00.0000000,TO50169,356,15041,9,1,1,1
2016-04-28,2003-04-12T00:00:00.0000000,TO50164,377,17765,8,1,1,1
2016-04-28,2003-03-15T00:00:00.0000000,TO50165,379,17977,10,1,1,1
2016-04-28,2003-02-05T00:00:00.0000000,TO50163,354,27250,1,1,1,1
2016-04-29,2003-02-08T00:00:00.0000000,TO50173,385,25121,9,1,1,1
2016-04-29,2003-03-07T00:00:00.0000000,TO50175,371,24178,9,1,1,1
2016-04-29,2003-03-16T00:00:00.0000000,TO50172,383,17773,7,1,1,1
2016-04-29,2003-02-05T00:00:00.0000000,TO50171,375,16288,7,1,1,1
2016-04-29,2003-01-18T00:00:00.0000000,TO50177,322,26795,9,1,1,1
2016-04-29,2003-03-01T00:00:00.0000000,TO50174,373,24168,9,1,1,1
2016-04-29,2003-01-07T00:00:00.0000000,TO50176,371,16273,7,1,1,1
2016-04-30,2003-01-05T00:00:00.0000000,TO50180,369,17777,8,1,1,1
2016-04-30,2003-01-18T00:00:00.0000000,TO50185,360,12657,8,1,1,1
2016-04-30,2003-04-01T00:00:00.0000000,TO50183,328,20912,8,1,1,1
2016-04-30,2003-01-12T00:00:00.0000000,TO50187,360,15150,9,1,1,1
2016-04-30,2003-01-25T00:00:00.0000000,TO50181,385,19257,8,1,1,1
2016-04-30,2003-02-13T00:00:00.0000000,TO50182,324,21067,10,1,1,1
2016-04-30,2003-04-14T00:00:00.0000000,TO50184,360,11340,7,1,1,1
2016-04-30,2003-01-05T00:00:00.0000000,TO50179,377,17769,8,1,1,1
2016-04-30,2003-04-14T00:00:00.0000000,TO50186,385,14412,1,1,1,1
2016-04-30,2003-02-14T00:00:00.0000000,TO50178,354,27257,4,1,1,1
2016-04-30,2003-01-01T00:00:00.0000000,TO50188,328,26922,9,1,1,1
2016-05-01,2003-01-12T00:00:00.0000000,TO50331,328,15915,4,1,1,1
2016-05-01,2003-03-01T00:00:00.0000000,TO50334,360,15595,9,1,1,1
2016-05-01,2003-03-25T00:00:00.0000000,TO50325,356,27291,1,1,1,1
2016-05-01,2003-04-01T00:00:00.0000000,TO50335,356,15648,9,1,1,1
2016-05-01,2003-01-23T00:00:00.0000000,TO50324,377,18158,10,1,1,1
2016-05-01,2003-02-24T00:00:00.0000000,TO50328,356,11401,7,1,1,1
2016-05-01,2003-02-06T00:00:00.0000000,TO50327,342,21130,10,1,1,1
2016-05-01,2003-01-09T00:00:00.0000000,TO50326,354,21620,6,1,1,1
2016-05-01,2003-03-29T00:00:00.0000000,TO50323,356,27447,4,1,1,1
2016-05-01,2003-03-03T00:00:00.0000000,TO50329,354,11403,7,1,1,1
2016-05-01,2003-01-14T00:00:00.0000000,TO50330,322,15892,1,1,1,1
2016-05-01,2003-04-13T00:00:00.0000000,TO50333,352,15580,9,1,1,1
2016-05-01,2003-02-28T00:00:00.0000000,TO50332,385,25222,9,1,1,1
2016-05-02,2003-01-23T00:00:00.0000000,TO50339,379,18026,10,1,1,1
2016-05-02,2003-04-02T00:00:00.0000000,TO50346,354,15575,9,1,1,1
2016-05-02,2003-01-11T00:00:00.0000000,TO50341,356,27289,4,1,1,1
2016-05-02,2003-02-25T00:00:00.0000000,TO50340,379,16424,7,1,1,1
2016-05-02,2003-04-04T00:00:00.0000000,TO50336,362,27449,4,1,1,1
2016-05-02,2003-04-05T00:00:00.0000000,TO50344,336,15937,1,1,1,1
2016-05-02,2003-03-05T00:00:00.0000000,TO50338,377,17946,8,1,1,1
2016-05-02,2003-01-30T00:00:00.0000000,TO50337,358,21652,6,1,1,1
